session,speaker,filler,start,end,utt_idx,utt_start,utt_end,utt_n_words
2006,B,uh,232.63175,233.10475,sw2006B-ms98-a-0027,224.679625,233.3455,28
2006,B,uh,241.4555,241.6875,sw2006B-ms98-a-0028,233.3455,243.224,36
2006,B,uh,242.5555,242.84125,sw2006B-ms98-a-0028,233.3455,243.224,36
2006,B,uh,253.21025,253.59375,sw2006B-ms98-a-0029,243.224,253.806375,29
2006,B,uh,253.981,254.432625,sw2006B-ms98-a-0030,253.806375,264.327625,41
2006,B,uh,330.203375,330.50225,sw2006B-ms98-a-0038,327.523375,340.385625,45
2006,B,uh,333.17725,333.52475,sw2006B-ms98-a-0038,327.523375,340.385625,45
2006,B,uh,365.10375,365.229375,sw2006B-ms98-a-0041,358.34375,370.847125,35
2006,B,uh,366.50375,366.783625,sw2006B-ms98-a-0041,358.34375,370.847125,35
2006,B,uh,369.84225,370.3685,sw2006B-ms98-a-0041,358.34375,370.847125,35
2006,B,um,385.242625,385.552625,sw2006B-ms98-a-0043,384.842625,385.88,1
2006,B,uh,390.35075,390.672375,sw2006B-ms98-a-0046,388.75075,397.252625,31
2006,B,uh,417.148625,417.37625,sw2006B-ms98-a-0051,412.688625,421.424375,37
2007,A,uh,171.805875,172.16175,sw2007A-ms98-a-0038,169.753625,176.09875,15
2007,A,uh,215.610875,216.04025,sw2007A-ms98-a-0051,210.820875,216.46225,18
2007,A,uh,235.48725,235.78725,sw2007A-ms98-a-0055,234.15725,236.5105,5
2007,A,um,415.290875,415.86025,sw2007A-ms98-a-0096,413.600125,419.770875,16
2007,A,uh,419.140125,419.490125,sw2007A-ms98-a-0096,413.600125,419.770875,16
2007,A,uh,488.941375,489.198375,sw2007A-ms98-a-0113,485.36325,492.48575,20
2007,A,um,571.272125,571.765375,sw2007A-ms98-a-0129,567.185125,572.0785,13
2007,B,uh,10.387625,10.684125,sw2007B-ms98-a-0003,4.667625,12.573375,23
2007,B,uh,29.457875,29.741625,sw2007B-ms98-a-0005,26.843375,34.366375,19
2007,B,uh,115.385,115.667,sw2007B-ms98-a-0022,112.15175,119.509875,17
2007,B,uh,126.061125,126.414875,sw2007B-ms98-a-0024,123.421125,130.818125,22
2007,B,uh,143.2595,143.5935,sw2007B-ms98-a-0026,136.258125,144.15475,20
2007,B,uh,184.30675,184.59675,sw2007B-ms98-a-0033,182.19675,185.361875,9
2007,B,uh,251.4535,251.61575,sw2007B-ms98-a-0046,248.5835,255.824875,22
2007,B,uh,263.76275,263.901625,sw2007B-ms98-a-0049,259.93275,265.523,18
2007,B,uh,292.590625,292.864625,sw2007B-ms98-a-0057,290.620625,293.290875,7
2007,B,uh,310.519,310.877875,sw2007B-ms98-a-0062,307.829375,313.000375,9
2007,B,uh,328.975875,329.441875,sw2007B-ms98-a-0066,326.555875,332.481375,14
2007,B,uh,446.31725,446.740625,sw2007B-ms98-a-0090,442.95725,447.191625,12
2007,B,uh,481.467125,482.02075,sw2007B-ms98-a-0098,479.767,483.578125,7
2007,B,uh,554.092625,554.412875,sw2007B-ms98-a-0111,548.898875,554.862375,20
2008,A,uh,188.602875,188.85325,sw2008A-ms98-a-0044,187.672875,192.1015,9
2008,A,um,199.927,200.24525,sw2008A-ms98-a-0046,196.835125,208.348125,33
2008,B,um,6.494375,7.2005,sw2008B-ms98-a-0002,3.69225,13.67475,24
2008,B,um,11.16425,11.564875,sw2008B-ms98-a-0002,3.69225,13.67475,24
2008,B,um,23.83225,24.368625,sw2008B-ms98-a-0004,14.860625,25.944625,30
2008,B,um,43.817375,44.19025,sw2008B-ms98-a-0012,42.272375,55.21975,43
2008,B,um,135.56975,136.066125,sw2008B-ms98-a-0030,121.88975,136.632875,55
2009,B,uh,49.19975,49.511625,sw2009B-ms98-a-0013,47.54975,55.776375,17
2009,B,um,55.00975,55.329875,sw2009B-ms98-a-0013,47.54975,55.776375,17
2010,A,uh,12.1165,12.64475,sw2010A-ms98-a-0004,4.898875,13.02875,25
2010,A,um,113.205375,113.877375,sw2010A-ms98-a-0032,113.105375,125.60925,38
2010,B,um,133.840875,134.342375,sw2010B-ms98-a-0025,131.780875,137.97125,19
2010,B,uh,169.558625,169.855875,sw2010B-ms98-a-0030,167.628625,178.918625,43
2010,B,uh,179.342875,179.88725,sw2010B-ms98-a-0031,178.918625,184.251625,21
2012,A,um,9.6155,10.041625,sw2012A-ms98-a-0002,2.971625,10.321375,23
2012,A,uh,42.759375,42.91175,sw2012A-ms98-a-0005,31.994625,43.224125,33
2012,A,uh,47.234125,47.511375,sw2012A-ms98-a-0006,43.224125,48.247,14
2012,A,um,48.810625,49.252625,sw2012A-ms98-a-0007,48.247,54.441375,3
2012,A,uh,109.717,109.9515,sw2012A-ms98-a-0016,104.697,116.463875,33
2012,A,um,115.537,116.027,sw2012A-ms98-a-0016,104.697,116.463875,33
2012,A,um,123.263125,123.563125,sw2012A-ms98-a-0018,121.423125,123.841875,7
2012,A,uh,323.242,323.683375,sw2012A-ms98-a-0058,318.8105,330.49925,38
2012,A,uh,330.806875,331.201,sw2012A-ms98-a-0059,330.49925,341.706875,38
2012,A,um,518.464,518.934,sw2012A-ms98-a-0086,517.964,519.39125,1
2012,A,um,568.408375,568.92375,sw2012A-ms98-a-0091,560.48375,569.1675,21
2012,B,uh,89.128625,89.8055,sw2012B-ms98-a-0007,88.61275,99.483,26
2013,A,um,13.512,13.805875,sw2013A-ms98-a-0006,10.6195,22.12175,27
2013,A,um,144.807125,145.120875,sw2013A-ms98-a-0024,136.64525,145.58875,22
2013,B,uh,31.2765,31.428375,sw2013B-ms98-a-0011,26.376625,37.96875,52
2013,B,uh,34.426625,34.78825,sw2013B-ms98-a-0011,26.376625,37.96875,52
2013,B,uh,38.4615,38.932625,sw2013B-ms98-a-0012,37.96875,43.211375,11
2013,B,uh,43.70175,44.093875,sw2013B-ms98-a-0013,43.211375,54.067875,48
2013,B,uh,98.671125,99.02025,sw2013B-ms98-a-0028,92.14725,103.08625,44
2013,B,uh,109.3095,109.627625,sw2013B-ms98-a-0030,108.5395,116.65725,26
2013,B,um,122.61975,123.0775,sw2013B-ms98-a-0034,122.08975,123.609625,1
2013,B,uh,168.588125,169.058625,sw2013B-ms98-a-0042,157.716125,169.44375,41
2013,B,uh,198.118,198.540625,sw2013B-ms98-a-0047,195.30325,209.47375,50
2013,B,uh,256.638625,257.138125,sw2013B-ms98-a-0059,251.98475,261.55125,36
2013,B,uh,271.78975,272.25625,sw2013B-ms98-a-0062,267.3205,277.50075,37
2013,B,um,277.987625,278.3575,sw2013B-ms98-a-0063,277.50075,278.854125,1
2013,B,uh,294.927375,295.22775,sw2013B-ms98-a-0068,294.766125,304.529875,39
2013,B,uh,325.458625,325.72525,sw2013B-ms98-a-0073,323.978625,326.2315,7
2013,B,um,326.863125,327.276875,sw2013B-ms98-a-0074,326.2315,329.10325,4
2013,B,uh,441.66275,442.02475,sw2013B-ms98-a-0101,439.138625,445.735625,23
2013,B,uh,454.655625,454.905625,sw2013B-ms98-a-0102,445.735625,455.289125,36
2013,B,uh,458.699125,459.009125,sw2013B-ms98-a-0103,455.289125,459.537375,13
2015,A,um,214.804875,215.206375,sw2015A-ms98-a-0028,212.059375,215.663375,8
2015,B,um,196.85925,197.39225,sw2015B-ms98-a-0033,186.69925,200.9735,52
2015,B,um,366.754375,367.0785,sw2015B-ms98-a-0060,361.17075,369.319875,33
2017,A,um,63.046625,63.284375,sw2017A-ms98-a-0017,53.086625,66.031375,35
2017,A,um,65.256625,65.502875,sw2017A-ms98-a-0017,53.086625,66.031375,35
2017,A,um,161.83025,162.142625,sw2017A-ms98-a-0041,159.36025,167.05025,26
2017,A,um,255.01575,255.26575,sw2017A-ms98-a-0061,253.87575,255.836,3
2017,B,uh,22.8795,23.403,sw2017B-ms98-a-0007,18.6295,28.548625,22
2017,B,uh,126.342,126.728875,sw2017B-ms98-a-0022,117.692,129.999,39
2017,B,uh,155.56575,155.759875,sw2017B-ms98-a-0025,152.96575,159.694875,22
2017,B,uh,171.38875,171.936125,sw2017B-ms98-a-0027,165.99875,177.889625,28
2018,A,um,5.917625,6.3505,sw2018A-ms98-a-0003,5.11575,11.58025,14
2018,A,um,59.793875,60.314375,sw2018A-ms98-a-0014,59.576375,73.01,39
2018,B,uh,153.93925,154.20925,sw2018B-ms98-a-0044,152.75925,164.52975,39
2019,A,uh,64.600875,64.816375,sw2019A-ms98-a-0015,63.349125,65.364875,5
2019,A,uh,67.767875,68.076,sw2019A-ms98-a-0016,65.364875,69.997875,11
2019,A,uh,122.986875,123.335375,sw2019A-ms98-a-0031,120.345625,125.765375,17
2019,A,uh,144.711125,145.2045,sw2019A-ms98-a-0035,142.181125,149.031875,21
2019,A,uh,221.80625,222.086875,sw2019A-ms98-a-0048,216.7125,224.163125,23
2019,A,uh,232.9935,233.231625,sw2019A-ms98-a-0050,229.059,237.817625,24
2019,A,uh,239.997875,240.37125,sw2019A-ms98-a-0051,237.817625,240.83525,6
2019,A,uh,251.077,251.248875,sw2019A-ms98-a-0054,249.704125,254.65175,11
2019,B,uh,28.829,29.143,sw2019B-ms98-a-0007,17.559,29.5565,32
2019,B,uh,30.0675,30.83725,sw2019B-ms98-a-0008,29.5565,38.390625,17
2019,B,uh,37.4265,37.811375,sw2019B-ms98-a-0008,29.5565,38.390625,17
2019,B,uh,44.750625,45.054625,sw2019B-ms98-a-0009,38.390625,48.575625,36
2019,B,um,174.147,174.807125,sw2019B-ms98-a-0047,171.637625,182.67325,27
2019,B,uh,175.461875,175.820125,sw2019B-ms98-a-0047,171.637625,182.67325,27
2019,B,uh,180.30225,180.664875,sw2019B-ms98-a-0047,171.637625,182.67325,27
2019,B,uh,181.71775,182.097125,sw2019B-ms98-a-0047,171.637625,182.67325,27
2019,B,uh,185.63325,186.03025,sw2019B-ms98-a-0048,182.67325,194.6615,40
2019,B,uh,278.90575,279.337,sw2019B-ms98-a-0073,276.73925,284.391875,22
2019,B,uh,283.48925,283.835875,sw2019B-ms98-a-0073,276.73925,284.391875,22
2019,B,um,309.833875,310.344375,sw2019B-ms98-a-0076,306.281125,315.358375,25
2019,B,uh,350.08025,350.297,sw2019B-ms98-a-0080,336.01025,350.727125,54
2019,B,uh,395.303125,395.68375,sw2019B-ms98-a-0094,389.998875,398.465375,23
2019,B,uh,401.595375,401.894875,sw2019B-ms98-a-0095,398.465375,407.589125,25
2020,A,uh,13.324875,13.67725,sw2020A-ms98-a-0004,8.984875,13.962875,9
2020,A,uh,31.53025,31.76575,sw2020A-ms98-a-0006,25.82025,37.691375,34
2020,A,um,209.478125,209.834875,sw2020A-ms98-a-0039,199.03775,210.27175,33
2020,B,um,3.631,4.23925,sw2020B-ms98-a-0002,1.77925,4.741625,2
2020,B,um,37.823125,38.404,sw2020B-ms98-a-0009,36.484,38.4995,2
2020,B,um,59.5865,60.09275,sw2020B-ms98-a-0011,52.492125,62.45975,29
2020,B,uh,61.386625,61.502125,sw2020B-ms98-a-0011,52.492125,62.45975,29
2020,B,um,109.61125,110.14125,sw2020B-ms98-a-0018,101.14125,110.577875,24
2020,B,uh,117.925625,118.475625,sw2020B-ms98-a-0020,117.295625,121.6085,11
2020,B,um,143.629,144.25375,sw2020B-ms98-a-0023,138.5575,151.291875,42
2020,B,um,287.159125,287.599125,sw2020B-ms98-a-0049,276.749125,289.99775,44
2020,B,um,349.76125,350.266875,sw2020B-ms98-a-0058,341.196875,354.029375,38
2020,B,um,397.836,398.2995,sw2020B-ms98-a-0065,397.796,408.054125,42
2020,B,um,437.43425,438.006375,sw2020B-ms98-a-0068,434.917125,441.196375,12
2020,B,um,491.694375,492.354875,sw2020B-ms98-a-0073,489.156625,496.2305,18
2020,B,um,505.935,506.6205,sw2020B-ms98-a-0074,496.2305,509.998,34
2020,B,um,516.33425,516.909875,sw2020B-ms98-a-0076,511.109875,517.298375,20
2020,B,uh,517.637,518.083625,sw2020B-ms98-a-0077,517.298375,524.59325,20
2022,A,uh,127.78325,127.96025,sw2022A-ms98-a-0023,125.02275,130.225125,17
2022,A,um,230.325375,230.652,sw2022A-ms98-a-0038,223.2375,230.974,22
2022,A,uh,294.80125,295.077625,sw2022A-ms98-a-0048,288.3425,300.274625,46
2022,B,uh,59.872,60.512,sw2022B-ms98-a-0012,57.342,67.020125,34
2022,B,uh,280.027125,280.39975,sw2022B-ms98-a-0052,270.677125,283.49925,36
2022,B,uh,304.922125,305.12375,sw2022B-ms98-a-0057,297.452125,305.3445,27
2023,A,uh,40.73825,41.029125,sw2023A-ms98-a-0008,37.23825,44.541875,18
2023,A,uh,81.819,81.98,sw2023A-ms98-a-0017,76.739,87.794625,31
2023,A,uh,127.3345,127.602125,sw2023A-ms98-a-0024,121.9715,132.454,35
2023,A,uh,204.8635,205.145375,sw2023A-ms98-a-0037,200.5535,209.314875,32
2023,A,uh,215.648625,215.949875,sw2023A-ms98-a-0039,214.468625,219.001875,19
2023,A,uh,229.80325,230.0335,sw2023A-ms98-a-0043,226.872625,235.581125,24
2023,A,uh,246.130375,246.480375,sw2023A-ms98-a-0045,244.810375,247.246375,3
2023,A,uh,248.816125,249.086375,sw2023A-ms98-a-0046,247.246375,249.61125,5
2023,A,uh,287.803,288.2765,sw2023A-ms98-a-0052,284.7535,295.55875,38
2023,A,uh,294.8735,295.11825,sw2023A-ms98-a-0052,284.7535,295.55875,38
2023,A,uh,333.704125,334.015,sw2023A-ms98-a-0059,330.8775,336.2095,17
2023,A,uh,374.448375,374.742125,sw2023A-ms98-a-0066,372.051125,377.99025,20
2023,A,uh,391.584125,391.844125,sw2023A-ms98-a-0069,385.994125,395.476625,33
2023,A,uh,392.674125,392.801,sw2023A-ms98-a-0069,385.994125,395.476625,33
2023,A,uh,423.45275,423.679875,sw2023A-ms98-a-0075,416.73275,426.475125,23
2023,A,uh,425.73275,425.938125,sw2023A-ms98-a-0075,416.73275,426.475125,23
2023,A,uh,481.609375,481.909125,sw2023A-ms98-a-0093,479.979375,488.727875,23
2023,A,uh,487.809375,487.869375,sw2023A-ms98-a-0093,479.979375,488.727875,23
2023,A,uh,514.716,515.0525,sw2023A-ms98-a-0098,513.466,517.49275,8
2023,A,uh,516.586,516.876,sw2023A-ms98-a-0098,513.466,517.49275,8
2023,A,uh,523.10275,523.39275,sw2023A-ms98-a-0099,517.49275,524.49775,15
2023,A,uh,527.74775,528.0755,sw2023A-ms98-a-0100,524.49775,528.664375,11
2023,B,um,28.360375,28.707625,sw2023B-ms98-a-0009,27.670375,37.995375,30
2023,B,uh,29.360375,29.882875,sw2023B-ms98-a-0009,27.670375,37.995375,30
2023,B,uh,31.520375,31.71275,sw2023B-ms98-a-0009,27.670375,37.995375,30
2023,B,um,56.513875,56.949625,sw2023B-ms98-a-0016,55.993875,57.491375,1
2023,B,um,60.313375,60.759125,sw2023B-ms98-a-0018,58.983375,67.32825,20
2023,B,uh,101.3555,101.792625,sw2023B-ms98-a-0030,98.49375,104.9955,13
2023,B,um,116.25625,116.60325,sw2023B-ms98-a-0035,115.49625,124.255875,24
2023,B,uh,138.644875,138.944875,sw2023B-ms98-a-0038,136.724875,143.48825,20
2023,B,uh,197.8425,198.00125,sw2023B-ms98-a-0054,191.9825,201.273875,37
2023,B,uh,241.97025,242.16025,sw2023B-ms98-a-0065,239.18025,245.488,24
2023,B,uh,259.335375,259.56875,sw2023B-ms98-a-0069,258.305375,265.441125,24
2023,B,uh,263.225375,263.42425,sw2023B-ms98-a-0069,258.305375,265.441125,24
2023,B,uh,323.617,323.847,sw2023B-ms98-a-0084,318.487,324.499875,14
2023,B,uh,339.04875,339.32875,sw2023B-ms98-a-0090,337.52875,339.714125,5
2023,B,uh,341.694125,341.884125,sw2023B-ms98-a-0091,339.714125,342.4995,6
2023,B,uh,347.1595,347.392,sw2023B-ms98-a-0092,342.4995,351.98475,30
2023,B,uh,465.443125,465.921875,sw2023B-ms98-a-0130,463.991875,466.490625,3
2023,B,uh,475.945,476.0845,sw2023B-ms98-a-0134,474.995,480.826,13
2023,B,uh,477.265,477.3695,sw2023B-ms98-a-0134,474.995,480.826,13
2023,B,uh,505.95,506.15025,sw2023B-ms98-a-0140,504.98,508.487125,10
2023,B,uh,507.35725,507.691,sw2023B-ms98-a-0140,504.98,508.487125,10
2024,A,um,91.85075,92.297,sw2024A-ms98-a-0013,90.28225,103.603625,28
2024,A,um,104.873625,105.363375,sw2024A-ms98-a-0014,103.603625,105.70075,2
2024,A,um,108.64075,109.093375,sw2024A-ms98-a-0015,105.70075,112.5225,15
2024,A,uh,119.745375,120.111125,sw2024A-ms98-a-0017,113.845375,126.40125,23
2024,A,um,227.840625,228.3555,sw2024A-ms98-a-0034,225.800625,228.948125,5
2024,A,uh,229.848125,230.2695,sw2024A-ms98-a-0035,228.948125,242.06925,33
2024,A,uh,234.848125,235.139,sw2024A-ms98-a-0035,228.948125,242.06925,33
2024,A,um,240.688125,241.005875,sw2024A-ms98-a-0035,228.948125,242.06925,33
2024,A,uh,341.992375,342.384875,sw2024A-ms98-a-0052,339.282375,351.641375,32
2024,B,uh,8.900125,9.05325,sw2024B-ms98-a-0004,6.697375,15.71775,21
2024,B,um,14.887375,15.317375,sw2024B-ms98-a-0004,6.697375,15.71775,21
2024,B,uh,26.635125,27.0715,sw2024B-ms98-a-0005,15.71775,29.079125,38
2024,B,uh,28.1965,28.584625,sw2024B-ms98-a-0005,15.71775,29.079125,38
2024,B,uh,49.10175,49.355625,sw2024B-ms98-a-0008,44.12175,53.385125,31
2024,B,um,53.485125,54.093125,sw2024B-ms98-a-0009,53.385125,61.844875,17
2024,B,um,56.17875,56.685125,sw2024B-ms98-a-0009,53.385125,61.844875,17
2024,B,um,60.6405,61.295125,sw2024B-ms98-a-0009,53.385125,61.844875,17
2024,B,uh,68.994,69.254875,sw2024B-ms98-a-0012,65.904,77.756625,39
2024,B,uh,81.301625,81.6515,sw2024B-ms98-a-0013,77.756625,90.87675,47
2024,B,uh,86.86925,86.96625,sw2024B-ms98-a-0013,77.756625,90.87675,47
2024,B,uh,128.06775,128.34775,sw2024B-ms98-a-0021,125.49775,128.7085,8
2024,B,uh,151.4605,151.733875,sw2024B-ms98-a-0028,148.9205,159.291875,29
2024,B,um,164.574,165.141875,sw2024B-ms98-a-0029,159.291875,173.051875,31
2024,B,uh,200.295,200.83775,sw2024B-ms98-a-0032,191.54775,201.31775,30
2024,B,uh,207.219625,207.51775,sw2024B-ms98-a-0033,201.31775,209.927125,20
2024,B,um,262.30925,262.69925,sw2024B-ms98-a-0044,260.19925,268.809875,23
2024,B,uh,281.450625,281.58775,sw2024B-ms98-a-0046,275.370125,285.0305,28
2024,B,uh,296.77125,297.02825,sw2024B-ms98-a-0048,291.65125,301.731125,33
2024,B,uh,301.20125,301.36125,sw2024B-ms98-a-0048,291.65125,301.731125,33
2024,B,uh,314.476375,314.66825,sw2024B-ms98-a-0050,311.876375,320.474625,29
2024,B,uh,354.31125,354.511125,sw2024B-ms98-a-0056,352.25125,359.970625,19
2024,B,um,388.281375,388.74725,sw2024B-ms98-a-0063,385.907875,394.34925,31
2025,A,uh,147.15075,147.677875,sw2025A-ms98-a-0029,146.6135,156.598125,36
2025,A,uh,148.513625,148.616625,sw2025A-ms98-a-0029,146.6135,156.598125,36
2025,A,uh,290.555,290.7925,sw2025A-ms98-a-0043,287.515,298.1095,38
2027,A,um,109.381125,109.671125,sw2027A-ms98-a-0014,106.18225,115.61025,34
2028,A,uh,69.29175,69.548375,sw2028A-ms98-a-0019,65.27175,71.571625,19
2028,A,uh,80.9875,81.241875,sw2028A-ms98-a-0021,77.4975,85.818125,18
2028,A,uh,185.214875,185.378375,sw2028A-ms98-a-0049,182.584875,196.388375,28
2028,A,um,190.496375,191.07175,sw2028A-ms98-a-0049,182.584875,196.388375,28
2028,A,uh,197.068375,197.408375,sw2028A-ms98-a-0050,196.388375,207.578375,27
2028,A,uh,253.611375,253.889875,sw2028A-ms98-a-0062,250.471375,256.230875,12
2028,A,um,379.049375,379.439375,sw2028A-ms98-a-0094,375.639375,379.912375,10
2028,A,uh,435.533875,435.886375,sw2028A-ms98-a-0106,432.493875,436.3445,6
2028,A,um,438.1845,438.2445,sw2028A-ms98-a-0107,436.3445,438.937,6
2028,A,um,470.44625,470.67625,sw2028A-ms98-a-0115,468.41625,478.397,22
2028,A,uh,473.86625,474.22125,sw2028A-ms98-a-0115,468.41625,478.397,22
2028,A,um,477.85625,478.28625,sw2028A-ms98-a-0115,468.41625,478.397,22
2028,A,um,483.53325,484.09325,sw2028A-ms98-a-0117,483.15325,484.56475,1
2028,A,um,486.98475,487.2885,sw2028A-ms98-a-0118,484.56475,487.512,6
2028,A,uh,497.68125,497.80125,sw2028A-ms98-a-0120,493.64125,502.84325,18
2028,A,um,557.84225,558.159,sw2028A-ms98-a-0135,547.680125,561.591,31
2028,B,uh,133.214875,133.5185,sw2028B-ms98-a-0030,128.484875,134.03575,17
2028,B,uh,140.6995,141.015625,sw2028B-ms98-a-0032,135.9595,143.055375,16
2028,B,uh,241.994125,242.264,sw2028B-ms98-a-0053,240.454,244.171625,11
2028,B,uh,303.255625,303.53925,sw2028B-ms98-a-0073,298.61925,304.40575,14
2028,B,uh,311.177625,311.50475,sw2028B-ms98-a-0075,310.162625,315.98975,14
2028,B,uh,314.6555,315.291875,sw2028B-ms98-a-0075,310.162625,315.98975,14
2028,B,uh,320.6855,320.8855,sw2028B-ms98-a-0077,317.8955,321.39725,12
2028,B,uh,333.830625,334.28825,sw2028B-ms98-a-0080,332.490625,338.321625,14
2028,B,uh,356.03,356.551125,sw2028B-ms98-a-0085,354.051125,356.9515,3
2028,B,uh,358.7115,358.9015,sw2028B-ms98-a-0086,356.9515,359.38475,8
2028,B,um,407.17375,407.46375,sw2028B-ms98-a-0101,406.02375,407.997,2
2028,B,uh,409.127,409.404,sw2028B-ms98-a-0102,407.997,410.202,4
2028,B,uh,420.117,420.40225,sw2028B-ms98-a-0104,414.974375,421.895375,18
2028,B,uh,515.634,515.93825,sw2028B-ms98-a-0120,513.834,516.403875,5
2028,B,um,526.79675,526.97625,sw2028B-ms98-a-0125,524.57675,529.878,12
2032,A,uh,266.37225,266.578375,sw2032A-ms98-a-0062,256.69225,267.817875,37
2032,B,um,25.663,26.182,sw2032B-ms98-a-0006,19.15875,29.795125,22
2035,A,um,173.5115,173.833,sw2035A-ms98-a-0039,171.9015,182.161125,36
2035,B,um,12.88325,13.152875,sw2035B-ms98-a-0005,10.5785,13.499375,6
2035,B,um,18.989375,19.155625,sw2035B-ms98-a-0006,13.499375,19.894625,23
2035,B,uh,35.697875,36.137125,sw2035B-ms98-a-0011,32.917875,45.807125,38
2035,B,uh,48.786375,49.029125,sw2035B-ms98-a-0012,45.807125,49.73325,5
2035,B,um,58.332625,58.634625,sw2035B-ms98-a-0014,57.13175,59.1365,4
2035,B,um,184.02175,184.41225,sw2035B-ms98-a-0048,181.056,187.77275,20
2035,B,uh,186.816,187.1,sw2035B-ms98-a-0048,181.056,187.77275,20
2035,B,um,198.92975,199.450875,sw2035B-ms98-a-0050,197.210875,205.913375,24
2035,B,um,249.151125,249.40875,sw2035B-ms98-a-0062,247.49875,251.81325,10
2036,A,um,20.82775,21.301,sw2036A-ms98-a-0004,16.63775,21.62725,12
2036,A,um,118.47675,119.044375,sw2036A-ms98-a-0032,115.37675,126.705625,34
2036,A,um,123.497375,124.1055,sw2036A-ms98-a-0032,115.37675,126.705625,34
2036,A,um,269.09425,269.466125,sw2036A-ms98-a-0079,265.77425,276.50575,37
2036,B,um,111.268,111.7845,sw2036B-ms98-a-0028,108.498625,115.618875,18
2036,B,uh,259.96175,260.328125,sw2036B-ms98-a-0072,256.35175,265.518375,23
2038,A,uh,35.958875,36.142625,sw2038A-ms98-a-0008,26.898875,37.740625,30
2038,A,uh,46.280625,46.474375,sw2038A-ms98-a-0009,37.740625,51.10825,36
2038,A,uh,138.037375,138.288875,sw2038A-ms98-a-0015,131.667375,142.554375,28
2038,A,uh,139.847375,140.301875,sw2038A-ms98-a-0015,131.667375,142.554375,28
2038,A,um,152.764375,153.24525,sw2038A-ms98-a-0016,142.554375,153.82675,37
2038,A,uh,160.10675,160.60525,sw2038A-ms98-a-0017,153.82675,162.48075,21
2038,A,uh,161.625125,161.9075,sw2038A-ms98-a-0017,153.82675,162.48075,21
2038,A,um,173.977875,174.58775,sw2038A-ms98-a-0018,162.48075,176.28625,25
2038,A,uh,280.84425,281.1565,sw2038A-ms98-a-0028,277.15425,283.4975,13
2038,A,uh,315.922625,316.505,sw2038A-ms98-a-0031,309.262625,317.41475,20
2038,A,uh,318.026375,318.502125,sw2038A-ms98-a-0032,317.41475,332.050375,24
2038,A,uh,329.07475,329.42775,sw2038A-ms98-a-0032,317.41475,332.050375,24
